train_nme,train_loss,val_nme,val_loss,curr_epoch
0.11300487558201279,0.86507833,0.05855603502231677,0.7717173,0
0.05243992720080417,0.73397905,0.051632333564316145,0.66166294,1
0.047567157271585114,0.62712777,0.05334754277573319,0.5316845,2
0.04526568146932178,0.53177357,0.05101915557635049,0.47805613,3
0.04375166029896715,0.44620004,0.05184297808891631,0.399567,4
0.04229207280036346,0.36951914,0.05534713727856782,0.33302465,5
0.040822643088251176,0.3012002,0.05948342902093728,0.27391738,6
0.039857115060725465,0.24100609,0.06000728461578144,0.21636292,7
0.03892910950501621,0.18851587,0.060024656955140455,0.1661503,8
0.038092945962624185,0.14344364,0.04996503978602247,0.12235889,9
0.03731563190656432,0.105492465,0.04984411654278973,0.09015687,10
0.03669778707188261,0.07437479,0.051540446973552895,0.060383677,11
0.0363912930681861,0.049686477,0.049036216050708244,0.03963184,12
0.035912782133970596,0.030913696,0.049090802394032615,0.024167748,13
0.035164442446320325,0.017494954,0.049652589773578656,0.012802166,14
0.034382892204393826,0.008701496,0.04682334361669407,0.0062314305,15
0.033651227791093655,0.0036416887,0.04708760690834956,0.0027501585,16
0.033071223256229076,0.0012424382,0.05070211265167521,0.0011797524,17
0.032765215025179636,0.00038840692,0.05197265143711541,0.0007129333,18
0.03259961382785118,0.00018840862,0.050227390126786856,0.0006148416,19
0.032658547462677906,0.00016461338,0.04818896435380848,0.0006200778,20
0.03308124298217574,0.0001752289,0.047940617710951934,0.0006223304,21
0.03395784877746414,0.00019853115,0.047002146761543254,0.0006060019,22
0.034557175676714694,0.0002148765,0.052039952181119724,0.0006010369,23
0.03468125273246915,0.00021733549,0.0504911383211454,0.0006000909,24
0.03430712859904591,0.00020534304,0.046961092281600114,0.0006551795,25
0.03360339813533987,0.00018680496,0.04959653328818078,0.00061870523,26
0.03276206166315076,0.00016747859,0.05533973300499075,0.00061863987,27
0.032290336620051784,0.0001567389,0.056702981489981166,0.00063485355,28
0.03219509605096081,0.00015234265,0.05175076006938807,0.00060917845,29
0.03214698173046178,0.00015003765,0.049029948149771026,0.00061077,30
0.03202225814053517,0.00014904518,0.04873365897062541,0.00062769017,31
0.03195258499703139,0.00014664505,0.04556779176313279,0.00066798634,32
0.03182201915985353,0.00014280528,0.046436742491943066,0.00069320714,33
0.0313883963359932,0.00013325614,0.049842785544731476,0.00063770753,34
0.030975897411850653,0.00012280639,0.05494106435613428,0.0006200453,35
0.03063231168284334,0.0001133811,0.056329969993552984,0.00062912545,36
0.030559663997822655,0.00010861322,0.05223161997177146,0.00060567656,37
0.03058478191939451,0.00010867322,0.0522437149957734,0.0006181572,38
0.030655230976807158,0.00011113408,0.054011197147589,0.0006183649,39
0.030356485017821427,0.00010488744,0.05361168756174522,0.0006229227,40
0.029991163011528064,9.412464e-05,0.0496583413075702,0.00060654257,41
0.029694202488918964,8.5586114e-05,0.0482407135898128,0.00063788105,42
0.029519436610626008,8.18825e-05,0.04937829590390396,0.000622762,43
0.029424735327203702,8.1280275e-05,0.05354135429336994,0.0006154548,44
0.029423395247494332,8.1534716e-05,0.05384654361330521,0.00061525905,45
0.02944849870436359,8.0865095e-05,0.05096418359547727,0.0006159126,46
0.029413703937181446,7.836512e-05,0.05144446674304948,0.00061531813,47
0.029273861479927762,7.581406e-05,0.05658674846270558,0.0006337521,48
0.029132611491941515,7.258599e-05,0.052736619967352426,0.00061445375,49
0.029076664126621885,6.857049e-05,0.049916087113767,0.00064932357,50
0.02898650659135781,6.564578e-05,0.05274131373587593,0.0006956733,51
0.028862821576053164,6.383889e-05,0.0538751690808816,0.0006256089,52
0.028822206223585407,6.195497e-05,0.05481649992064278,0.00062820833,53
0.028751605710608065,6.0421462e-05,0.05280329606385379,0.00061922125,54
0.02880655406544108,5.963509e-05,0.05094383502395,0.0006082489,55
0.02878671403240425,5.8627196e-05,0.05098833007890412,0.00060965103,56
0.028724281356669587,5.766192e-05,0.051043799186967144,0.00061353797,57
0.028600662929839576,5.5829507e-05,0.054678865107658674,0.000625595,58
0.02849929378220222,5.3496493e-05,0.05688699677926192,0.0006351288,59
0.028463996160696173,5.1668e-05,0.05347893997126613,0.0006222436,60
0.028414521128947694,4.994263e-05,0.0497513501581611,0.0006302479,61
0.02834756130068438,4.839686e-05,0.048907939358070356,0.0006448645,62
