train_nme,train_loss,val_nme,val_loss,curr_epoch
0.10810413475351677,0.80656976,0.0602156790237456,0.70788836,0
0.05429924225098909,0.6757085,0.052389909712938096,0.62919164,1
0.04912599176963447,0.57354504,0.05290999761592282,0.50812036,2
0.04665868724621098,0.48290184,0.05453355943374325,0.47120702,3
0.04513752673353395,0.40198857,0.054779490787593935,0.36742833,4
0.043646605762745795,0.32985383,0.05149153897693135,0.29900613,5
0.04249677088062996,0.2660886,0.05529388874546452,0.24056624,6
0.04147236872934805,0.21025191,0.06293039384268331,0.1883636,7
0.040352035587487324,0.16196792,0.06205602376989914,0.143109,8
0.03938604098911384,0.12097597,0.0596339112975007,0.10373077,9
0.03874411131252771,0.08698616,0.05859234101970204,0.074631386,10
0.038398784329594635,0.059604198,0.0525352974133731,0.04880003,11
0.038050653344345826,0.038363572,0.048902755373032604,0.030659184,12
0.037634061801857736,0.0227394,0.05129236891600317,0.017432772,13
0.036827784441631393,0.012057944,0.05190205706119008,0.008888218,14
0.03605434907158095,0.005515214,0.050153987839131255,0.004113141,15
0.03559271779954818,0.002112845,0.0521914070640508,0.0018098817,16
0.0352827503977188,0.00071779155,0.0540658737558812,0.0010463211,17
0.03503347480806312,0.00031537292,0.04847961388717251,0.0008612108,18
0.035054718924161746,0.00024964855,0.04744709095435837,0.00086220296,19
0.035402913873673975,0.00025558006,0.04840493210993876,0.00087506557,20
0.03600985042566581,0.0002734159,0.051918863887670315,0.00091008586,21
0.036438770377134194,0.0002885467,0.05301974065283442,0.00079979503,22
0.036698890301350644,0.00029467716,0.05915710531316176,0.0009489546,23
0.03624122296405612,0.00027920277,0.0558998637938063,0.0008218384,24
0.03550102683277562,0.00025550488,0.05074927125132468,0.0029855731,25
0.0346364561005264,0.00022968996,0.04927727705555213,0.0014594856,26
0.03409384047034712,0.0002152978,0.051330396759644334,0.0008075091,27
0.034086000762458456,0.00021535033,0.055616793159876214,0.00077697367,28
0.0341506967014777,0.00021711222,0.05763826887732804,0.000801839,29
0.033989379481251386,0.00021047676,0.05027714538933198,0.000759462,30
0.033779955027111244,0.0002029445,0.04636823134232599,0.0008162518,31
0.033658656922181396,0.00019939478,0.0463347323886738,0.00085168006,32
0.03354103700204334,0.00019763088,0.05024670507906548,0.00082268583,33
0.03326716465082722,0.00019044495,0.05164246080053732,0.00078337075,34
0.03298851599724987,0.00018043008,0.05143575029634637,0.0007397809,35
0.03280688902788845,0.00017567376,0.05447010536173656,0.00076344114,36
0.03265550514688099,0.0001742935,0.055987093775766654,0.00080772926,37
0.03271753513135982,0.00017378037,0.05289453754644285,0.00080005254,38
0.032560658640710144,0.00016970889,0.0501896644703339,0.0007529587,39
0.03227428280336648,0.00016088744,0.05372992689960113,0.00082293525,40
0.03211923965074048,0.00015713458,0.05253270172574678,0.00090257864,41
0.032112159224566,0.00015541214,0.04939235768625914,0.0011760818,42
0.031959374683611416,0.00015214695,0.04700638183089038,0.0008316014,43
0.03175755952835725,0.00014703564,0.05396094449239129,0.0008496159,44
0.03153701015986096,0.00014116723,0.055772708850503235,0.0007879876,45
0.031280143897814014,0.00013428171,0.05562865319328432,0.00079291547,46
0.031058984675977716,0.00012676363,0.05407769942171871,0.00080558803,47
0.030897630137450994,0.000122043755,0.0539302061994999,0.0008226186,48
0.030826860414675094,0.00012214626,0.05983312483136016,0.00085052237,49
0.030912384717472215,0.00012655201,0.06092371242701175,0.0008440356,50
0.030952048102033964,0.00012538758,0.05761727368664758,0.0008656841,51
0.03070148844685558,0.00011681486,0.051603276822369704,0.00081028993,52
0.030287712375074074,0.00010570526,0.05284599370801069,0.0058943774,53
0.03002542792123121,9.82647e-05,0.05409686798462361,0.00087854103,54
0.029957586943844216,9.75934e-05,0.05588233927218931,0.0008419787,55
0.030060794423435386,0.000100186444,0.057078403351893646,0.0008051892,56
0.030173880623447856,0.00010187813,0.05624429860398934,0.00087144354,57
0.030151863378217413,9.992838e-05,0.052685041804623994,0.0008982287,58
0.029991618206878744,9.572612e-05,0.05128556675655403,0.00077048625,59
0.029801360197624475,9.378227e-05,0.058392386501568985,0.0008061437,60
0.029668523969108657,9.122625e-05,0.058578898176425656,0.00081246125,61
0.02965334422005023,8.931659e-05,0.05306186324942066,0.00079134444,62
